"","Temp","Temp.Var","Precip","Precip.Var"
"Mulinum.spinosum",NA,NA,NA,NA
"Myosotis.alpestris",NA,NA,NA,NA
"Myosotis.pulvinasris",5.58160714606888,399.743384238225,2586.38571428571,26.3718334738993
"Myosotis.pygmea",NA,NA,NA,NA
"Myosotis.sylvatica",NA,NA,NA,NA
"Nardus.stricta",NA,NA,NA,NA
"Nassauvia.aculeata",NA,NA,NA,NA
"Nassauvia.axillaris",NA,NA,NA,NA
"Nassauvia.cumingii",5.37803031027204,449.563751461698,539.727272727273,74.3256235969222
"Nassauvia.lagascae",NA,NA,NA,NA
"Nassauvia.pygmaea",NA,NA,NA,NA
"Nassauvia.pyramidalis",7.29090912510274,453.552034589603,592.090909090909,74.2601984378984
"Nassauvia.revoluta",NA,NA,NA,NA
"Nassauvia.uniflora",10.2302083273729,480.569716789964,876.5,52.5161169894577
"Nastanthus.agglomeratus",2.02916666368643,437.216546794217,471.4,61.9216745971135
"Nastanthus.caespitosum",NA,NA,NA,NA
"Neottianthe.calcicola",NA,NA,NA,NA
"Nepeta.lamiopsis",3.50833335037654,575.300552880208,863,83.7368111878799
"Nevadensia.purpurea",5.57348486383192,613.691602179367,890.090909090909,49.4902974190443
"Nototriche.aruicoma",2.56458333134651,288.789790832779,81.5,115.122768922126
"Nototriche.hartwegii",NA,NA,NA,NA
"Olsynium.frigidum",5.49513887577794,427.559502996817,753.833333333333,57.5306951520953
"Olsynium.junceum",NA,NA,NA,NA
"Olsynium.scirpoideum",NA,NA,NA,NA
"Oreomyrrhis.andicola",NA,NA,NA,NA
"Oreopolus.glacialis",NA,NA,NA,NA
"Oritrophium.peruvianium",NA,NA,NA,NA
"Ourisia.caespitosa",NA,NA,NA,NA
"Ourisia.glandulosa",5.84568965733694,436.193224049348,2430.75862068966,32.1934444438023
"Ourisia.muscoides",NA,NA,NA,NA
"Oxalis.compacta",NA,NA,NA,NA
"Oxalis.enneaphylla",NA,NA,NA,NA
"Oxalis.patagonica",NA,NA,NA,NA
"Oxalis.squamata",6.29330356253888,473.635100746183,788.678571428571,79.296010544099
"Oxyria.digyna",NA,NA,NA,NA
"Oxytropis.campestris",NA,NA,NA,NA
"Oxytropis.carpatica",NA,NA,NA,NA
"Oxytropis.halleri",NA,NA,NA,NA
"Oxytropis.jacquinii",NA,NA,NA,NA
"Oxytropis.persicus",7.56875000692283,913.712001537607,216.75,70.0495186503594
"Oxytropis.sericea",NA,NA,NA,NA
"Parastrephia.lepidophylla",NA,NA,NA,NA
"Parnassia.nubicola",7.93931624742273,657.254850394999,899.948717948718,71.8732080393733
"Parnassia.palustris",NA,NA,NA,NA
"Paronychia.polygonifolia",NA,NA,NA,NA
"Pedicularis.bracteosa",NA,NA,NA,NA
"Pedicularis.oederi",0.767246303547259,667.807915494465,917.318548387097,29.720169743577
"Pedicularis.parryi",NA,NA,NA,NA
"Pedicularis.pilostachya",-3.34166665840894,778.552948414371,593,93.8729212904163
"Pedicularis.roylei",0.734226187358477,744.278032373005,559.142857142857,80.9816427517264
"Pedicularis.siphonantha",NA,NA,NA,NA
"Pedicularis.verticillata",NA,NA,NA,NA
"Penstemon.fruticosa",NA,NA,NA,NA
"Penstemon.heterodoxus",3.36530887376854,662.570324160461,754.542288557214,66.4944882059016
"Penstemon.lyallii",NA,NA,NA,NA
"Penstemon.rydbergii",5.46226395802016,706.649108583067,648.71921182266,57.9943086425841
"Perezia.atacamensis",7.02230903054846,309.730933261989,317.5,95.4290102156205
"Perezia.carthamoides",3.51180555204068,444.245858163169,423.611111111111,68.9823239979716
"Perezia.magellanica",NA,NA,NA,NA
"Perezia.recurvata",NA,NA,NA,NA
"Pernettya.mucronata",5.22083330868433,285.853980022769,2876.5,11.327175782222
"Pernettya.prostrata",8.51297934843738,36.1586515785364,1383.93805309735,46.4310501061899
"Pernettya.pumila",NA,NA,NA,NA
"Persicaria.bistorta",NA,NA,NA,NA
"Persicaria.vivipara",NA,NA,NA,NA
"Phacelia.lyallii",0.419791667334115,776.0957619976,823.875,24.6427600023241
"Phacelia.secunda",NA,NA,NA,NA
"Phacelia.sericea",NA,NA,NA,NA
"Phaiophleps.biflora",NA,NA,NA,NA
"Phleum.commutatum",0.604500664651902,763.129160829287,832.280561122245,31.3415639518694
"Phlox.diffusa",6.24845863035128,609.122698038782,1239.36038186158,67.3794927488802
"Phlox.hoodii",NA,NA,NA,NA
"Phlox.kelseyi",NA,NA,NA,NA
"Phlox.pulvinata",NA,NA,NA,NA
"Phyllacne.rubra",NA,NA,NA,NA
"Phyllodoce.glandulosa",NA,NA,NA,NA
"Phyteuma.orbiculare",6.70094920733587,632.924342004215,1123.76331360947,25.1074141694083
"Piptatherum.laterale",1.34482526037121,966.763725722642,297.693548387097,62.5429240083746
"Plagiobothrys.myosotoides",NA,NA,NA,NA
"Plantago.alpina",NA,NA,NA,NA
"Plantago.barbata",NA,NA,NA,NA
"Plantago.eriopoda",NA,NA,NA,NA
"Plantago.holosteum",NA,NA,NA,NA
"Plantago.lanceolata",NA,NA,NA,NA
"Plantago.major",NA,NA,NA,NA
"Plantago.patagonica",NA,NA,NA,NA
"Plantago.rigida",NA,NA,NA,NA
"Plantago.tweedyi",NA,NA,NA,NA
"Poa.alopecurus",NA,NA,NA,NA
"Poa.alpina",NA,NA,NA,NA
"Poa.araratica",3.81277777492586,852.679735187827,523.933333333333,79.6158171090034
"Poa.colensoi",6.46014892813467,426.827150707351,2620.07228915663,36.5583906446213
"Poa.holciformis",4.91031503768229,468.294192857098,535.756097560976,66.6125916007754
"Poa.ligulata",NA,NA,NA,NA
"Poa.poiphagorum",0.632500022587677,847.449510079534,476,92.7479248274368
"Poa.pratensis",NA,NA,NA,NA
"Poa.pusilla",NA,NA,NA,NA
"Poa.sandbergii",NA,NA,NA,NA
"Poa.secunda",NA,NA,NA,NA
"Poa.sibirica",-2.90173610455046,1227.23238969373,381.75,65.3426785733829
"Polemonium.boreale",NA,NA,NA,NA
"Polemonium.pulcherrimum",NA,NA,NA,NA
"Polemonium.viscosum",NA,NA,NA,NA
"Polygala.salasiana",5.75468749203719,450.644827966613,679.25,59.7693343380183
"Polygonum.bistortioides",4.39836998899715,663.460310454304,984.543981481482,57.8177756019785
"Polygonum.molliaeforme",-3.23378712880324,1020.83680786204,209.445544554455,56.8248002700066
"Polygonum.viviparum",NA,NA,NA,NA
"Potentilla.arguta",NA,NA,NA,NA
"Potentilla.concinna",NA,NA,NA,NA
"Potentilla.crantzii",NA,NA,NA,NA
"Potentilla.diversifolia",NA,NA,NA,NA
"Potentilla.gracilis",NA,NA,NA,NA
"Potentilla.heptaphylla",NA,NA,NA,NA
"Potentilla.microphylla",NA,NA,NA,NA
"Potentilla.morefieldii",0.233181812670646,644.566186426289,602.727272727273,49.9834411001048
"Potentilla.multifida",-1.71726191193587,973.497051227159,290.578692493947,60.6173754260737
"Potentilla.nivea",NA,NA,NA,NA
"Potentilla.sericea",NA,NA,NA,NA
"Potentilla.tanacetifolia",NA,NA,NA,NA
"Potentilla.villosa",NA,NA,NA,NA
"Pozoa.coriacea",NA,NA,NA,NA
"Primula.integrifolia",NA,NA,NA,NA
"Pritzelago.alpina",NA,NA,NA,NA
"Pseudorchis.albida",NA,NA,NA,NA
"Quinchamalium.chilense",NA,NA,NA,NA
"Ranunculus.acetosellifolius",6.23333334466615,614.156089835922,885.5,46.5430711376402
"Ranunculus.alpestris",3.80823412787591,613.588223701186,1382.86904761905,27.8144350997023
"Ranunculus.breyninus",NA,NA,NA,NA
"Ranunculus.demissus",6.37083332820312,630.816519956068,817.186046511628,51.340676363447
"Ranunculus.guzmanii",8.37777776569473,48.7847847171489,1164.77777777778,28.6974353631711
"Ranunculus.montanus",5.18485006700676,631.431565551288,1348.67782426778,28.2395090023778
"Ranunculus.nivalis",NA,NA,NA,NA
"Ranunculus.parnassifolius",NA,NA,NA,NA
"Ranunculus.peruvianus",NA,NA,NA,NA
"Ranunculus.pseudomontanus",5.18485006700676,631.431565551288,1348.67782426778,28.2395090023778
"Raoulia.grandiflora",6.25920102985518,401.79373265539,3048.06804123711,29.1125607538395
"Raoulia.hectorii",NA,NA,NA,NA
"Rhodiola.fastigiata",6.00782519800785,594.283784962991,843.146341463415,77.8235567286062
"Rhodiola.juparensis",NA,NA,NA,NA
"Rhodiola.rosea",NA,NA,NA,NA
"Rhodophiala.uniflora",NA,NA,NA,NA
"Ribes.cucullatum",NA,NA,NA,NA
"Rumex.acetosella",NA,NA,NA,NA
"Rumex.angiocarpus",NA,NA,NA,NA
"Rytidosperma.pictum",NA,NA,NA,NA
"Rytidosperma.setifolium",NA,NA,NA,NA
"Rytidosperma.violaceum",6.27916666599922,463.551553843663,911.5,72.5214272920734
"Salix.alpina",NA,NA,NA,NA
"Salix.arctica",NA,NA,NA,NA
"Salix.cascadensis",1.23577044216576,689.118541530351,1014.71698113208,32.2165128469117
"Salix.herbacea",-0.533600665618608,699.844513905253,1127.85840707965,27.3350334934283
"Salix.polaris",NA,NA,NA,NA
"Salix.reticulata",NA,NA,NA,NA
"Salix.retusa",NA,NA,NA,NA
"Salix.serpyllifolia",NA,NA,NA,NA
"Sanicula.graveolens",NA,NA,NA,NA
"Saponaria.caespitosa",6.88943370397359,556.126421408908,1102.81767955801,20.6990516905805
"Saussurea.alpina",NA,NA,NA,NA
"Saussurea.gnaphalodes",-6.09246861755541,945.034818873549,260.761506276151,81.2316922213838
"Saussurea.weberi",-1.36111113698118,749.965511185999,586.666666666667,16.311577359293
"Saxifraga.aizoides",NA,NA,NA,NA
"Saxifraga.ascendens",3.3833333303531,489.653555580333,1419,25.6358137568868
"Saxifraga.brachypoda",5.53300438081159,587.055503686195,892.263157894737,79.9540864003126
"Saxifraga.bronchialis",NA,NA,NA,NA
"Saxifraga.caesia",4.40898550357265,618.12429392921,1355.08260869565,29.240518559942
"Saxifraga.cernua",NA,NA,NA,NA
"Saxifraga.exarata",NA,NA,NA,NA
"Saxifraga.lyallii",NA,NA,NA,NA
"Saxifraga.moorcroftiana",6.14270834221194,738.964086273527,900.035714285714,60.9728044681597
"Saxifraga.nelsoniana",NA,NA,NA,NA
"Saxifraga.nivalis",NA,NA,NA,NA
"Saxifraga.occidentalis",NA,NA,NA,NA
"Saxifraga.oppositifolia",NA,NA,NA,NA
"Saxifraga.paniculata",NA,NA,NA,NA
"Saxifraga.rhomboidea",NA,NA,NA,NA
"Saxifraga.serpyllifolia",NA,NA,NA,NA
"Saxifraga.tenuis",NA,NA,NA,NA
"Saxifraga.tricuspidata",NA,NA,NA,NA
"Scabiosa.lucida",NA,NA,NA,NA
"Schizeilema.trifoliatum",NA,NA,NA,NA
"Scorzonera.meyeri",8.35833328600145,713.245680673172,1262,48.9566141733343
"Sedum.amplexicaule",NA,NA,NA,NA
"Sedum.atratum",NA,NA,NA,NA
"Sedum.brevifolium",NA,NA,NA,NA
"Sedum.candollei",NA,NA,NA,NA
"Sedum.debile",3.7123826309785,775.738920053111,459.281690140845,19.1067134844313
"Sedum.lanceolatum",NA,NA,NA,NA
"Sedum.roseum",-0.48368056729022,982.012252905453,641.916666666667,41.3672469821851
"Senecio.amplectum",NA,NA,NA,NA
"Senecio.boissieri",7.60641340230245,616.801162934954,868.735294117647,43.9456165820727
"Senecio.bustillosianus",10.3083333273729,495.382480634876,881,87.1634518192641
"Senecio.canescens",NA,NA,NA,NA
"Senecio.canus",NA,NA,NA,NA
"Senecio.franciscanus",3.44270833403183,663.557258255689,785.5,45.6059667755523
"Senecio.fremontii",NA,NA,NA,NA
"Senecio.looseri",3.33273806418514,389.607410890068,193.857142857143,44.3919464759834
"Senecio.magellanicus",4.58958332495143,388.775152123602,427.2,18.5881425287772
"Senecio.nivalis",NA,NA,NA,NA
"Senecio.pachyphyllos",NA,NA,NA,NA
"Senecio.polygaloides",5.23842591543992,455.192705374777,585.222222222222,79.9230857239231
"Senecio.portalesianus",5.5881944294605,444.375339762429,990.583333333333,56.3722613747378
"Senecio.puchii",5.4539216019615,303.739723784251,174.588235294118,116.392066994356
"Senecio.triangularis",NA,NA,NA,NA
"Sesleria.caerulea",NA,NA,NA,NA
"Sesleria.tatrae",7.35312500029492,715.576114234381,827.5,27.9329021000702
"Sideritis.glacialis",NA,NA,NA,NA
"Silene.acaulis",NA,NA,NA,NA
"Silene.boryi",NA,NA,NA,NA
"Silene.ciliata",NA,NA,NA,NA
"Silene.douglasii",NA,NA,NA,NA
"Silene.gonosperma",-3.76289772214509,934.024915806771,322.495454545455,69.6080869344304
"Silene.scouleri",NA,NA,NA,NA
"Sisymbrium.altissimum",NA,NA,NA,NA
"Sisyrinchium.arenarium",NA,NA,NA,NA
"Sisyrinchium.patagonicum",NA,NA,NA,NA
"Smelowskia.calycina",NA,NA,NA,NA
"Soldanella.alpina",3.94059759071362,596.800478362182,1365.24342105263,25.8544801404465
"Solidago.multiradiata",NA,NA,NA,NA
"Soroseris.erysimoides",-0.585454547326222,765.479398772079,626.218181818182,89.5932518740842
"Spergularia.rubra",NA,NA,NA,NA
"Stellaria.americana",2.02083329530433,764.046944456581,546.5,41.654420274584
"Stellaria.borealis",NA,NA,NA,NA
"Stellaria.patens",8.60520835445883,481.924855648339,1355.75,77.871120001985
"Stenanthium.occidentale",NA,NA,NA,NA
"Swertia.ciliata",8.86860120366327,719.627281838942,1080.82142857143,61.5772855015962
"Synthris.pinnatifia",NA,NA,NA,NA
"Tarasa.humilis",NA,NA,NA,NA
"Taraxacum.alpinum",NA,NA,NA,NA
"Taraxacum.mongolicum",NA,NA,NA,NA
"Taraxacum.officinale",NA,NA,NA,NA
"Taraxacum.vulgare",NA,NA,NA,NA
"Thalictrum.alpinum",NA,NA,NA,NA
"Thalictrum.fendleri",11.0724815684069,575.159493315745,628.923832923833,75.437386011377
"Themeda.trianda",NA,NA,NA,NA
"Thlaspi.magellanicum",NA,NA,NA,NA
"Thlaspi.montanum",NA,NA,NA,NA
"Thymus.alpestris",NA,NA,NA,NA
"Thymus.pulegioides",NA,NA,NA,NA
"Thymus.serpylloides",9.16438172536812,682.970935914021,660.055299539171,45.7550734253828
"Tiarella.trifoliata",NA,NA,NA,NA
"Tofieldia.accidentalis",NA,NA,NA,NA
"Tofieldia.glutinosa",2.98333328496665,915.975171047247,941.75,22.5983429075314
"Tofieldia.pusilla",NA,NA,NA,NA
"Trachydium.depressum",6.1829166819031,936.246972801785,455.3,78.5668988610915
"Trifolium.andersonii",NA,NA,NA,NA
"Trifolium.dubium",NA,NA,NA,NA
"Trifolium.nanum",NA,NA,NA,NA
"Trifolium.parryi",NA,NA,NA,NA
"Trifolium.repens",NA,NA,NA,NA
"Trisetum.alpestre",NA,NA,NA,NA
"Trisetum.barbinode",6.90369317617804,478.901920800995,835.818181818182,62.8582907532038
"Trisetum.flavescens",NA,NA,NA,NA
"Trisetum.glaciale",5.01140873028439,611.688433721067,925.095238095238,48.4085578123995
"Trisetum.oreophilum",8.73611108634483,191.668739793342,673.777777777778,47.1214011383317
"Trisetum.preslei",5.60766665890813,460.369064797207,624.24,66.059604907811
"Trisetum.spicatum",NA,NA,NA,NA
"Tristagma.nivale",NA,NA,NA,NA
"Tropaeolum.polyphyllum",NA,NA,NA,NA
"Vaccaria.segetalis",NA,NA,NA,NA
"Vaccinium.gaultherioides",NA,NA,NA,NA
"Vaccinium.uliginosum",NA,NA,NA,NA
"Valeriana.alypifolia",NA,NA,NA,NA
"Valeriana.aretioides",6.30299999094258,54.6902130956827,1098.26,26.4340504223778
"Valeriana.rigida",7.90443924095226,50.1671084103344,1016.57943925234,39.4889846643935
"Veronica.alpina",-0.217772634644368,706.45157692738,954.763374485597,28.0720489314409
"Veronica.aphylla",NA,NA,NA,NA
"Veronica.ciliata",NA,NA,NA,NA
"Veronica.himalaica",NA,NA,NA,NA
"Veronica.kurdica",3.60892858329628,865.129717664109,511.571428571429,51.0853199021088
"Veronica.verna",NA,NA,NA,NA
"Vicia.bijuga",NA,NA,NA,NA
"Vicia.magellanica",NA,NA,NA,NA
"Viola.atropurpurea",NA,NA,NA,NA
"Viola.bangii",7.16562499185481,56.7206101454194,994.90625,40.114926701998
"Viola.biflora",NA,NA,NA,NA
"Viola.calcarata",NA,NA,NA,NA
"Viola.cotyledon",5.71666665059147,456.558983517971,1084.27272727273,75.0503053950482
"Viola.crassiuscula",NA,NA,NA,NA
"Viola.cunninghamii",NA,NA,NA,NA
"Viola.montagnei",3.70749998583148,365.160894551175,293.2,46.9642944111006
"Viola.philippii",9.25416665477678,516.171811703658,630.5,64.0997511677736
"Viola.subandina",2.52500000099341,482.542981580134,677,73.4183825129666
"Wahlenbergia.albomarginata",7.39420253194199,442.7378060465,2377.07786885246,37.2714669357912
"Werneria.glaberrima",5.68809524480076,303.652841769516,179.285714285714,127.88491263202
"Werneria.nubigena",NA,NA,NA,NA
"Werneria.pumila",5.97420412224581,62.2622526806592,983.966292134831,40.2598925943289
"Werneria.pygmaea",NA,NA,NA,NA
"Ziziphora.clinopodioides",NA,NA,NA,NA
